"user","tournament","selectedCategories","completedCategories","categoryAttempts","categoryAttempts.$*","askedQuestions","askedQuestions.$*","categoryScores","categoryScores.$*","registrationDate","totalScore","sendTourFeedback","_id","__v"
"6613f4b1ce72abb1ce9abe49","670c2dc83072f565c25f7022","[""tourism"",""food"",""education"",""current affairs""]","[]","{""tourism"":1}",,"{""tourism"":[""670ffc22f023f77d4631a02b"",""670ffc21f023f77d4631a019"",""67129e67152c3cf929afac3c"",""67114c683cda8e063eee99b6"",""67114c683cda8e063eee99aa""]}",,"{""tourism"":0}",,"2024-10-16T06:30:03.675Z",0,true,"670f5d6b0795b442f627c2dd",1
"6613f4bece72abb1ce9abe7c","670c2dc83072f565c25f7022","[""crime"",""education"",""food"",""current affairs""]","[]","{""crime"":1}",,"{""crime"":[""67129d5f152c3cf929afaa30"",""670eac0b0795b442f614b680"",""67129d60152c3cf929afaa42"",""670ffafaf023f77d46319e46"",""670ffafcf023f77d46319e76""]}",,"{""crime"":2}",,"2024-10-16T06:30:04.117Z",2,true,"670f5d6c0795b442f627c2e0",1
"6613f4a5ce72abb1ce9abe1f","670c2dc83072f565c25f7022","[""politics"",""food"",""entertainment"",""current affairs""]","[]","{}",,"{}",,"{}",,"2024-10-16T06:30:05.425Z",0,true,"670f5d6d0795b442f627c2e8",0
"6613f4b1ce72abb1ce9abe4c","670c2dc83072f565c25f7022","[""crime"",""science"",""education"",""current affairs""]","[]","{""crime"":1}",,"{""crime"":[""670eac0b0795b442f614b686"",""67114bcc3cda8e063eee971d"",""670ffafaf023f77d46319e4c"",""670eac0c0795b442f614b6aa"",""67129d60152c3cf929afaa48""]}",,"{""crime"":23}",,"2024-10-16T06:30:04.988Z",23,true,"670f5d6c0795b442f627c2e5",1
"6613f4dace72abb1ce9abeee","670c2dc83072f565c25f7022","[""education"",""science"",""sports"",""current affairs""]","[]","{}",,"{}",,"{}",,"2024-10-16T06:30:03.239Z",0,true,"670f5d6b0795b442f627c2da",0
"6613f4afce72abb1ce9abe43","670c2dc83072f565c25f7022","[""technology"",""environment"",""world"",""current affairs""]","[]","{}",,"{}",,"{}",,"2024-10-16T06:30:02.780Z",0,true,"670f5d6a0795b442f627c2d7",0
"6613f4bfce72abb1ce9abe7f","670c2dc83072f565c25f7022","[""politics"",""world"",""food"",""current affairs""]","[]","{""politics"":1}",,"{""politics"":[""67129b56152c3cf929afa632"",""670ff86ef023f77d46319afe"",""67114a553cda8e063eee9380"",""670ff86ff023f77d46319b1c"",""670d55acdc9a3092b38e9510""]}",,"{""politics"":0}",,"2024-10-16T06:30:06.078Z",0,true,"670f5d6e0795b442f627c2ec",1
"6613f4a6ce72abb1ce9abe25","670c2dc83072f565c25f7022","[""health"",""business"",""politics"",""current affairs""]","[""health""]","{""health"":2}",,"{""health"":[""670d567cdc9a3092b38e9ca3"",""670ea9b80795b442f614b332"",""670d567ddc9a3092b38e9cc7"",""670d567bdc9a3092b38e9c97"",""67114b3d3cda8e063eee95bf"",""670ff9a6f023f77d46319cd9"",""67114b3b3cda8e063eee9585"",""67129c4a152c3cf929afa8f6"",""67129c48152c3cf929afa8b3"",""670ff9a7f023f77d46319cf1""]}",,"{""health"":24}",,"2024-10-16T06:30:06.516Z",24,true,"670f5d6e0795b442f627c2ef",2
"6613f495ce72abb1ce9abde6","670c2dc83072f565c25f7022","[""health"",""tourism"",""technology"",""current affairs""]","[]","{}",,"{}",,"{}",,"2024-10-16T06:30:07.174Z",0,true,"670f5d6f0795b442f627c2f3",0
"661d1b2215323b828c65ac04","670c2dc83072f565c25f7022","[""crime"",""entertainment"",""education"",""current affairs""]","[]","{""crime"":1,""entertainment"":1,""education"":1,""current affairs"":1}",,"{""crime"":[""670eac090795b442f614b650"",""67114bcb3cda8e063eee9705"",""670ffaf9f023f77d46319e34"",""67129d60152c3cf929afaa42"",""67129d5e152c3cf929afaa11""],""entertainment"":[""67114bfc3cda8e063eee97c9"",""67114bfe3cda8e063eee9805"",""67114bfd3cda8e063eee97db"",""670eab670795b442f614b584"",""670eab650795b442f614b542""],""education"":[""670d57b3dc9a3092b38ea608"",""670ffb21f023f77d46319ec6"",""670d57b2dc9a3092b38ea5ed"",""67114be63cda8e063eee97b8"",""67114be53cda8e063eee97a0""],""current affairs"":[""671255db3cda8e063e0b12f3"",""671255ff3cda8e063e0b14dc"",""671255e03cda8e063e0b1357"",""671255e93cda8e063e0b13e1"",""671255e63cda8e063e0b13ba""]}",,"{""crime"":0,""entertainment"":48,""education"":31,""current affairs"":47}",,"2024-10-16T07:13:09.110Z",126,false,"670f67850795b442f62a052c",4
"6613f4aace72abb1ce9abe31","670c2dc83072f565c25f7022","[""technology"",""business"",""crime"",""current affairs""]","[""technology""]","{""technology"":2}",,"{""technology"":[""670ff908f023f77d46319bdc"",""670ff907f023f77d46319bd6"",""670ea7650795b442f614b06f"",""67129bd0152c3cf929afa7d2"",""67114abd3cda8e063eee9488"",""67129bd1152c3cf929afa7de"",""670d561edc9a3092b38e978e"",""670ff908f023f77d46319be8"",""670d561cdc9a3092b38e9754"",""67114abc3cda8e063eee9481""]}",,"{""technology"":15}",,"2024-10-17T06:30:02.517Z",15,true,"6710aeeaf023f77d4644d846",2
"6613f4cece72abb1ce9abebe","670c2dc83072f565c25f7022","[""science"",""education"",""tourism"",""current affairs""]","[]","{""science"":1}",,"{""science"":[""67114b723cda8e063eee9647"",""670ff9baf023f77d46319d1e"",""670ea9ef0795b442f614b3b5"",""67129c92152c3cf929afa96c"",""67129c93152c3cf929afa974""]}",,"{""science"":3}",,"2024-10-17T06:30:05.566Z",3,true,"6710aeedf023f77d4644d859",1
"6613f499ce72abb1ce9abdf5","670c2dc83072f565c25f7022","[""business"",""education"",""health"",""current affairs""]","[]","{}",,"{}",,"{}",,"2024-10-17T06:30:04.051Z",0,true,"6710aeecf023f77d4644d84f",0
"6613f4ddce72abb1ce9abefa","670c2dc83072f565c25f7022","[""tourism"",""business"",""education"",""current affairs""]","[]","{}",,"{}",,"{}",,"2024-10-17T06:30:05.998Z",0,true,"6710aeedf023f77d4644d85c",0
"6613f495ce72abb1ce9abde3","670c2dc83072f565c25f7022","[""health"",""technology"",""entertainment"",""current affairs""]","[""health""]","{""health"":2}",,"{""health"":[""670ea9b70795b442f614b32c"",""670d567bdc9a3092b38e9c8b"",""670d567ddc9a3092b38e9ccd"",""670d567cdc9a3092b38e9cbb"",""670ff9a5f023f77d46319cb7"",""67114b3c3cda8e063eee959e"",""67129c4a152c3cf929afa8fc"",""67129c48152c3cf929afa8b9"",""67114b3d3cda8e063eee95b7"",""67129c4a152c3cf929afa8e9""]}",,"{""health"":28}",,"2024-10-17T06:30:03.619Z",28,true,"6710aeebf023f77d4644d84c",2
"6613f4b7ce72abb1ce9abe5e","670c2dc83072f565c25f7022","[""tourism"",""business"",""lifestyle"",""current affairs""]","[""tourism""]","{""tourism"":2,""business"":1}",,"{""tourism"":[""670eaa860795b442f614b4e8"",""670eaa850795b442f614b4ca"",""67114c683cda8e063eee99b0"",""67114c663cda8e063eee9986"",""670ffc24f023f77d4631a067"",""670ffc22f023f77d4631a037"",""670eaa860795b442f614b4f4"",""67114c693cda8e063eee99ce"",""670ffc24f023f77d4631a073"",""670eaa850795b442f614b4e2""],""business"":[""670ff8a3f023f77d46319b7a"",""67114a923cda8e063eee941e"",""67129b79152c3cf929afa729"",""67114a903cda8e063eee93f4"",""67129b79152c3cf929afa73f""]}",,"{""tourism"":2,""business"":3}",,"2024-10-17T06:30:04.701Z",5,true,"6710aeecf023f77d4644d853",3
"6613f4c2ce72abb1ce9abe8b","670c2dc83072f565c25f7022","[""science"",""education"",""entertainment"",""current affairs""]","[]","{}",,"{}",,"{}",,"2024-10-17T06:30:05.133Z",0,true,"6710aeedf023f77d4644d856",0
"6613f4d0ce72abb1ce9abec4","670c2dc83072f565c25f7022","[""science"",""crime"",""lifestyle"",""current affairs""]","[]","{""science"":1}",,"{""science"":[""670d5691dc9a3092b38e9d8b"",""670d5691dc9a3092b38e9d79"",""670d568fdc9a3092b38e9d5b"",""670ff9baf023f77d46319d1e"",""670ff9baf023f77d46319d12""]}",,"{""science"":0}",,"2024-10-17T06:30:06.431Z",0,true,"6710aeeef023f77d4644d85f",1
"6613f4a7ce72abb1ce9abe28","670c2dc83072f565c25f7022","[""sports"",""education"",""lifestyle"",""current affairs""]","[]","{""sports"":1}",,"{""sports"":[""67129c08152c3cf929afa864"",""670d563edc9a3092b38e9bf4"",""670d5640dc9a3092b38e9c3a"",""670eaa260795b442f614b3d4"",""670eaa270795b442f614b3f2""]}",,"{""sports"":0}",,"2024-10-17T06:30:07.295Z",0,true,"6710aeeff023f77d4644d865",1
"6613f4c6ce72abb1ce9abe9a","670c2dc83072f565c25f7022","[""business"",""tourism"",""sports"",""current affairs""]","[]","{}",,"{}",,"{}",,"2024-10-17T06:30:06.863Z",0,true,"6710aeeef023f77d4644d862",0
"66c74acc88bebbaf4339712a","670c2dc83072f565c25f7022","[""sports"",""health"",""education"",""current affairs""]","[]","{}",,"{}",,"{}",,"2024-10-17T15:16:28.883Z",0,true,"67112a4c3cda8e063eec394e",0
"662b304a42129b6af7d4f0af","670c2dc83072f565c25f7022","[""world"",""politics"",""business"",""current affairs""]","[]","{""world"":1,""politics"":1,""business"":1,""current affairs"":1}",,"{""world"":[""670ea86a0795b442f614b22e"",""670ff840f023f77d46319a89"",""670d5595dc9a3092b38e94d5"",""670d5593dc9a3092b38e9490"",""670ea8690795b442f614b216""],""politics"":[""670d55aadc9a3092b38e94eb"",""670eaa560795b442f614b4a0"",""670eaa550795b442f614b488"",""67129b57152c3cf929afa64e"",""670d55addc9a3092b38e953e""],""business"":[""670ff8a4f023f77d46319b98"",""670ff8a3f023f77d46319b6e"",""670d560adc9a3092b38e9626"",""67129b7a152c3cf929afa74b"",""670d560adc9a3092b38e962c""],""current affairs"":[""671256043cda8e063e0b1504"",""671255dd3cda8e063e0b1325"",""671256013cda8e063e0b14ec"",""671255dc3cda8e063e0b1303"",""671255e63cda8e063e0b13ba""]}",,"{""world"":42,""politics"":16,""business"":8,""current affairs"":37}",,"2024-10-18T02:02:44.712Z",103,false,"6711c1c43cda8e063efd7c2d",4
"653548118a2815874166fa66","670c2dc83072f565c25f7022","[""sports"",""entertainment"",""business"",""current affairs""]","[""sports"",""entertainment"",""business"",""current affairs""]","{""sports"":2,""entertainment"":2,""business"":2,""current affairs"":2}",,"{""sports"":[""67114aea3cda8e063eee9509"",""670ff96af023f77d46319c4d"",""67114ae83cda8e063eee94d9"",""670d563edc9a3092b38e9bf4"",""67114aea3cda8e063eee950f"",""670d563edc9a3092b38e9c00"",""67129c09152c3cf929afa870"",""67114aea3cda8e063eee94f7"",""67129c08152c3cf929afa852"",""67114ae93cda8e063eee94f1""],""entertainment"":[""67114bfc3cda8e063eee97cf"",""67129d9f152c3cf929afab1d"",""67129d9d152c3cf929afaae7"",""67129d9c152c3cf929afaacf"",""67114bfe3cda8e063eee980b"",""67129d9d152c3cf929afaaf3"",""670eab680795b442f614b590"",""670eab650795b442f614b548"",""670d581adc9a3092b38ea6f4"",""670eab660795b442f614b55a""],""business"":[""670ff8a4f023f77d46319b92"",""67129b79152c3cf929afa731"",""67129b78152c3cf929afa716"",""670ff8a3f023f77d46319b68"",""670d5608dc9a3092b38e95fc"",""67129b78152c3cf929afa723"",""670ff8a3f023f77d46319b7a"",""670ff8a4f023f77d46319b8c"",""67129b7a152c3cf929afa753"",""67114a903cda8e063eee93fa""],""current affairs"":[""671256053cda8e063e0b150c"",""671255f83cda8e063e0b149c"",""671255e43cda8e063e0b139b"",""671255ed3cda8e063e0b1413"",""671255eb3cda8e063e0b13fa"",""671255fe3cda8e063e0b14d4"",""671256043cda8e063e0b1504"",""671255e03cda8e063e0b1357"",""671255f93cda8e063e0b14a9"",""671255f53cda8e063e0b1477""]}",,"{""sports"":76,""entertainment"":23,""business"":19,""current affairs"":42}",,"2024-10-18T03:58:46.085Z",160,false,"6711dcf63cda8e063effb4df",12
"660161af451e8641829f6113","670c2dc83072f565c25f7022","[""tourism"",""technology"",""food"",""current affairs""]","[""technology"",""current affairs""]","{""tourism"":1,""technology"":2,""food"":1,""current affairs"":2}",,"{""tourism"":[""670ffc23f023f77d4631a04f"",""67114c673cda8e063eee99a4"",""670d589edc9a3092b38eab1e"",""670ffc23f023f77d4631a05b"",""67114c673cda8e063eee9998""],""technology"":[""670d561edc9a3092b38e979a"",""670ff909f023f77d46319c06"",""67129bd2152c3cf929afa7fc"",""67129bd2152c3cf929afa808"",""670ea7670795b442f614b0a5"",""670d561cdc9a3092b38e9760"",""67114abc3cda8e063eee946d"",""67114abb3cda8e063eee945a"",""670ea7640795b442f614b063"",""670d561edc9a3092b38e9782""],""food"":[""67129dd3152c3cf929afab55"",""670d5872dc9a3092b38eaa63"",""67129dd4152c3cf929afab67"",""670ea8260795b442f614b19f"",""67114c193cda8e063eee987f""],""current affairs"":[""671255dd3cda8e063e0b1325"",""671255e53cda8e063e0b13ab"",""671255f23cda8e063e0b1452"",""671256023cda8e063e0b14f4"",""671256013cda8e063e0b14ec"",""671255f03cda8e063e0b1439"",""671256053cda8e063e0b150c"",""671255ed3cda8e063e0b1413"",""671255e23cda8e063e0b1379"",""671255dc3cda8e063e0b1303""]}",,"{""tourism"":20,""technology"":61,""food"":50,""current affairs"":20}",,"2024-10-18T05:54:29.375Z",151,false,"6711f815b8fe681e8ab0b57c",8
"6613f4a0ce72abb1ce9abe10","670c2dc83072f565c25f7022","[""politics"",""technology"",""science"",""current affairs""]","[]","{""politics"":1}",,"{""politics"":[""670d55acdc9a3092b38e9518"",""670d55addc9a3092b38e952c"",""67114a573cda8e063eee93b0"",""670eaa550795b442f614b48e"",""670d55abdc9a3092b38e94f8""]}",,"{""politics"":29}",,"2024-10-18T06:30:03.956Z",29,true,"6712006b3cda8e063e0202ec",1
"6613f4b6ce72abb1ce9abe5b","670c2dc83072f565c25f7022","[""health"",""lifestyle"",""tourism"",""current affairs""]","[]","{}",,"{}",,"{}",,"2024-10-18T06:30:04.699Z",0,true,"6712006c3cda8e063e0202f0",0
"6613f4b5ce72abb1ce9abe58","670c2dc83072f565c25f7022","[""business"",""crime"",""politics"",""current affairs""]","[""business""]","{""business"":2}",,"{""business"":[""670ff8a5f023f77d46319ba4"",""670d560bdc9a3092b38e9639"",""670d5608dc9a3092b38e95ef"",""67114a913cda8e063eee9412"",""670ff8a4f023f77d46319b8c"",""67114a913cda8e063eee940c"",""670d5608dc9a3092b38e95fc"",""67129b77152c3cf929afa709"",""670d560adc9a3092b38e9632"",""670ff8a3f023f77d46319b68""]}",,"{""business"":39}",,"2024-10-18T06:30:05.361Z",39,true,"6712006d3cda8e063e0202f4",2
"6613f4bcce72abb1ce9abe73","670c2dc83072f565c25f7022","[""crime"",""world"",""education"",""current affairs""]","[""crime""]","{""crime"":2}",,"{""crime"":[""67114bca3cda8e063eee96f7"",""67114bcc3cda8e063eee971d"",""67114bcc3cda8e063eee9729"",""67129d5f152c3cf929afaa30"",""670ffafaf023f77d46319e40"",""670ffafcf023f77d46319e82"",""670ffafaf023f77d46319e4c"",""670eac0b0795b442f614b68c"",""670ffafbf023f77d46319e5e"",""67129d5f152c3cf929afaa29""]}",,"{""crime"":0}",,"2024-10-18T06:30:06.243Z",0,true,"6712006e3cda8e063e0202f9",2
"6613f4d2ce72abb1ce9abecd","670c2dc83072f565c25f7022","[""entertainment"",""crime"",""science"",""current affairs""]","[]","{""entertainment"":1}",,"{""entertainment"":[""670d5818dc9a3092b38ea6cf"",""670d5817dc9a3092b38ea6ad"",""67114bfe3cda8e063eee97f3"",""67114bfd3cda8e063eee97e1"",""670d581adc9a3092b38ea6fa""]}",,"{""entertainment"":6}",,"2024-10-18T06:30:06.686Z",6,true,"6712006e3cda8e063e0202fc",1
"6613f49bce72abb1ce9abdfb","670c2dc83072f565c25f7022","[""technology"",""business"",""tourism"",""current affairs""]","[]","{}",,"{}",,"{}",,"2024-10-18T06:30:07.349Z",0,true,"6712006f3cda8e063e020300",0
"65fe496b205cf6d5f81e91fb","670c2dc83072f565c25f7022","[""food"",""entertainment"",""health"",""current affairs""]","[""food"",""entertainment"",""health"",""current affairs""]","{""food"":2,""entertainment"":2,""health"":2,""current affairs"":2}",,"{""food"":[""670ffbe1f023f77d46319f43"",""670d5874dc9a3092b38eaaae"",""670ea8280795b442f614b1cf"",""670ea8270795b442f614b1ab"",""670ffbe3f023f77d46319f73"",""67129dd4152c3cf929afab67"",""67129dd4152c3cf929afab5b"",""67114c183cda8e063eee9873"",""670d5874dc9a3092b38eaa9c"",""67129dd4152c3cf929afab61""],""entertainment"":[""670d5818dc9a3092b38ea6c3"",""670eab650795b442f614b53c"",""670eab650795b442f614b548"",""67129d9e152c3cf929afaaff"",""670d5819dc9a3092b38ea6dc"",""67129d9e152c3cf929afab05"",""67114bfe3cda8e063eee97ff"",""670d5818dc9a3092b38ea6cf"",""67129d9c152c3cf929afaacf"",""670d5819dc9a3092b38ea6e8""],""health"":[""670ea9b60795b442f614b307"",""670ff9a7f023f77d46319cf7"",""67129c49152c3cf929afa8e3"",""670ff9a6f023f77d46319ce5"",""670ff9a6f023f77d46319ceb"",""670d567bdc9a3092b38e9c91"",""67129c49152c3cf929afa8dd"",""670d567ddc9a3092b38e9cc7"",""670d567ddc9a3092b38e9ccd"",""670d567cdc9a3092b38e9cbb""],""current affairs"":[""671255e63cda8e063e0b13ba"",""671255dc3cda8e063e0b1314"",""671255fa3cda8e063e0b14b4"",""671255fb3cda8e063e0b14bc"",""671256053cda8e063e0b150c"",""671255e33cda8e063e0b1389"",""671255f63cda8e063e0b1483"",""671255db3cda8e063e0b12f3"",""671255e43cda8e063e0b139b"",""671255ee3cda8e063e0b1420""]}",,"{""food"":38,""entertainment"":17,""health"":31,""current affairs"":31}",,"2024-10-18T15:44:22.025Z",117,false,"67128256a8b8f81ccba2d676",12
"66210e6094d2c53bd0b70ccc","670c2dc83072f565c25f7022","[""health"",""lifestyle"",""food"",""current affairs""]","[]","{""health"":1,""lifestyle"":1,""food"":1}",,"{""health"":[""67114b3a3cda8e063eee9567"",""670ff9a6f023f77d46319cdf"",""670ea9b60795b442f614b30d"",""67129c48152c3cf929afa8b9"",""670ea9b70795b442f614b31a""],""lifestyle"":[""670eab9f0795b442f614b5aa"",""670ffbfff023f77d46319ff4"",""670eaba20795b442f614b5f8"",""67114c553cda8e063eee9961"",""67114c533cda8e063eee9931""],""food"":[""670ffbe2f023f77d46319f5b"",""670ea8270795b442f614b1bd"",""670ffbe3f023f77d46319f73"",""670d5872dc9a3092b38eaa63"",""670d5874dc9a3092b38eaaa2""]}",,"{""health"":9,""lifestyle"":8,""food"":0}",,"2024-10-18T16:16:38.993Z",17,false,"671289e6a8b8f81ccba30a19",3
"66f6d74b4d63eec9a889ea04","670c2dc83072f565c25f7022","[""sports"",""education"",""technology"",""current affairs""]","[]","{""sports"":1,""education"":1,""technology"":1,""current affairs"":1}",,"{""sports"":[""670eaa280795b442f614b404"",""67114aeb3cda8e063eee9515"",""670eaa280795b442f614b3fe"",""670d5640dc9a3092b38e9c2b"",""670ff96df023f77d46319c9b""],""education"":[""67129d78152c3cf929afaa7e"",""670d57b1dc9a3092b38ea5e6"",""67129d78152c3cf929afaa84"",""67114be53cda8e063eee979a"",""670ea7e80795b442f614b118""],""technology"":[""670ea7650795b442f614b07b"",""67114abc3cda8e063eee946d"",""67129bd1152c3cf929afa7f0"",""670ff909f023f77d46319c00"",""67129bd1152c3cf929afa7de""],""current affairs"":[""671255f03cda8e063e0b1439"",""671256033cda8e063e0b14fc"",""671256053cda8e063e0b150c"",""671256013cda8e063e0b14ec"",""671255f73cda8e063e0b1490""]}",,"{""sports"":38,""education"":85,""technology"":65,""current affairs"":20}",,"2024-10-18T16:42:40.598Z",208,false,"67129000152c3cf929ad5e2a",4
"66f6ca6a4d63eec9a8850973","670c2dc83072f565c25f7022","[""world"",""sports"",""science"",""current affairs""]","[""world"",""science"",""current affairs"",""sports""]","{""world"":2,""current affairs"":2,""science"":2,""sports"":2}",,"{""world"":[""670ea8680795b442f614b20e"",""67129b35152c3cf929afa34c"",""67129b37152c3cf929afa37f"",""670d5595dc9a3092b38e94c7"",""670d5593dc9a3092b38e9496"",""67129b35152c3cf929afa359"",""67129b37152c3cf929afa38b"",""67114a1c3cda8e063eee92e2"",""67129b37152c3cf929afa391"",""670d5592dc9a3092b38e948a""],""current affairs"":[""671255e23cda8e063e0b1379"",""671255dc3cda8e063e0b1314"",""671256043cda8e063e0b1504"",""671255dd3cda8e063e0b1325"",""671255df3cda8e063e0b1347"",""671255e43cda8e063e0b139b"",""671255ed3cda8e063e0b1413"",""671255f93cda8e063e0b14a9"",""671255f53cda8e063e0b1477"",""671255e63cda8e063e0b13ba""],""science"":[""670ff9bcf023f77d46319d43"",""670ff9bcf023f77d46319d58"",""670d5691dc9a3092b38e9d7f"",""670d5691dc9a3092b38e9d79"",""670d568fdc9a3092b38e9d4f"",""670ff9bdf023f77d46319d6a"",""670d5691dc9a3092b38e9d91"",""67129c93152c3cf929afa974"",""670d5692dc9a3092b38e9d97"",""670d5690dc9a3092b38e9d67""],""sports"":[""670ff96cf023f77d46319c7d"",""67129c08152c3cf929afa858"",""67114aeb3cda8e063eee9515"",""670eaa290795b442f614b428"",""670ff96bf023f77d46319c65"",""670d563fdc9a3092b38e9c19"",""67114ae93cda8e063eee94eb"",""670d563fdc9a3092b38e9c0c"",""670d5640dc9a3092b38e9c2b"",""67129c09152c3cf929afa870""]}",,"{""world"":33,""current affairs"":82,""science"":24,""sports"":34}",,"2024-10-18T16:47:56.766Z",173,false,"6712913c152c3cf929ad65bc",12
"660167b035a59cd25a6b1d3c","670c2dc83072f565c25f7022","[""lifestyle"",""food"",""technology"",""current affairs""]","[]","{}",,"{}",,"{}",,"2024-10-18T16:50:18.547Z",0,true,"671291ca152c3cf929ad6e9e",0
"6613f4b1ce72abb1ce9abe49","67156849a2ce13f674a8c7ef","[""lifestyle"",""health"",""tourism"",""current affairs""]","[""lifestyle""]","{""lifestyle"":2,""health"":1}",,"{""lifestyle"":[""671bd8d30dca5ff402cfb861"",""671933f074cda7fbcdb3ae4c"",""671a882def1dc9d1c1b5786f"",""6717e53c74cda7fbcd914fae"",""67168fd9a2ce13f674c789a4"",""671933f074cda7fbcdb3ae40"",""671933ef74cda7fbcdb3ae22"",""671933ef74cda7fbcdb3ae1c"",""671bd8d20dca5ff402cfb843"",""671a882eef1dc9d1c1b57899""],""health"":[""6716901ca2ce13f674c78a13"",""671a863aef1dc9d1c1b57586"",""6719346374cda7fbcdb3af04"",""6717e2ac74cda7fbcd9148e1"",""6719346374cda7fbcdb3aefe""]}",,"{""lifestyle"":2,""health"":3}",,"2024-10-21T06:30:09.407Z",5,true,"6715f4f1a2ce13f674b9c3e2",3
"6613f4a9ce72abb1ce9abe2e","67156849a2ce13f674a8c7ef","[""health"",""business"",""lifestyle"",""current affairs""]","[""health""]","{""health"":2,""business"":1}",,"{""health"":[""671a8639ef1dc9d1c1b57566"",""6716901ca2ce13f674c78a19"",""671a863aef1dc9d1c1b5758c"",""6717e2a974cda7fbcd91489b"",""671a863cef1dc9d1c1b575ba"",""6716901ba2ce13f674c78a07"",""6719346474cda7fbcdb3af24"",""671a8639ef1dc9d1c1b57572"",""6717e2ab74cda7fbcd9148d2"",""6716901aa2ce13f674c789e9""],""business"":[""671bd9b00dca5ff402cfb952"",""671691a6a2ce13f674c78da3"",""6719332674cda7fbcdb3aca1"",""671a8538ef1dc9d1c1b57422"",""671a8535ef1dc9d1c1b573d3""]}",,"{""health"":0,""business"":3}",,"2024-10-21T06:30:06.772Z",3,true,"6715f4eea2ce13f674b9c3d0",3
"6613f4cece72abb1ce9abebe","67156849a2ce13f674a8c7ef","[""technology"",""crime"",""lifestyle"",""current affairs""]","[]","{""technology"":1}",,"{""technology"":[""6717e22374cda7fbcd914802"",""6717e22274cda7fbcd9147e9"",""67169079a2ce13f674c78ac5"",""6719367174cda7fbcdb3b2e3"",""671a8582ef1dc9d1c1b57498""]}",,"{""technology"":17}",,"2024-10-21T06:30:07.654Z",17,true,"6715f4efa2ce13f674b9c3d6",1
"6613f4cace72abb1ce9abeac","67156849a2ce13f674a8c7ef","[""tourism"",""politics"",""education"",""current affairs""]","[]","{""tourism"":1}",,"{""tourism"":[""67169055a2ce13f674c78a9a"",""6717e55d74cda7fbcd915003"",""6717e55e74cda7fbcd915027"",""6717e55e74cda7fbcd91502d"",""671bd76f0dca5ff402cfb6d6""]}",,"{""tourism"":16}",,"2024-10-21T06:30:08.093Z",16,true,"6715f4f0a2ce13f674b9c3d9",1
"6613f4bece72abb1ce9abe79","67156849a2ce13f674a8c7ef","[""lifestyle"",""world"",""technology"",""current affairs""]","[]","{}",,"{}",,"{}",,"2024-10-21T06:30:04.124Z",0,true,"6715f4eca2ce13f674b9c3bc",0
"6613f49fce72abb1ce9abe0d","67156849a2ce13f674a8c7ef","[""health"",""lifestyle"",""technology"",""current affairs""]","[]","{}",,"{}",,"{}",,"2024-10-21T06:30:05.447Z",0,true,"6715f4eda2ce13f674b9c3c5",0
"6613f4b6ce72abb1ce9abe5b","67156849a2ce13f674a8c7ef","[""health"",""lifestyle"",""education"",""current affairs""]","[""health""]","{""health"":2}",,"{""health"":[""671a863bef1dc9d1c1b575b4"",""6716901da2ce13f674c78a2b"",""6717e2ac74cda7fbcd9148e7"",""6716901aa2ce13f674c789dd"",""6719346274cda7fbcdb3aeec"",""671a863aef1dc9d1c1b57598"",""671a863aef1dc9d1c1b57586"",""6719346274cda7fbcdb3aef8"",""671a863aef1dc9d1c1b5758c"",""6716901ca2ce13f674c78a13""]}",,"{""health"":20}",,"2024-10-21T06:30:05.884Z",20,true,"6715f4eda2ce13f674b9c3c9",2
"6613f49dce72abb1ce9abe07","67156849a2ce13f674a8c7ef","[""lifestyle"",""education"",""sports"",""current affairs""]","[""lifestyle""]","{""lifestyle"":2,""education"":1}",,"{""lifestyle"":[""671bd8d40dca5ff402cfb879"",""671933f074cda7fbcdb3ae46"",""671a882fef1dc9d1c1b578a5"",""671bd8d10dca5ff402cfb83d"",""671933ef74cda7fbcdb3ae1c"",""67168fd7a2ce13f674c78976"",""671bd8d40dca5ff402cfb885"",""671933ed74cda7fbcdb3adf8"",""67168fd8a2ce13f674c78998"",""67168fd7a2ce13f674c7897e""],""education"":[""6717e45074cda7fbcd914ee6"",""6719355c74cda7fbcdb3b0ca"",""671bd8f60dca5ff402cfb8bd"",""6716910ca2ce13f674c78baf"",""6719355d74cda7fbcdb3b0d6""]}",,"{""lifestyle"":8,""education"":10}",,"2024-10-21T06:30:04.561Z",18,true,"6715f4eca2ce13f674b9c3bf",3
"6613f4abce72abb1ce9abe34","67156849a2ce13f674a8c7ef","[""politics"",""health"",""entertainment"",""current affairs""]","[]","{}",,"{}",,"{}",,"2024-10-21T06:30:04.997Z",0,true,"6715f4eca2ce13f674b9c3c2",0
"6613f4a8ce72abb1ce9abe2b","67156849a2ce13f674a8c7ef","[""sports"",""education"",""technology"",""current affairs""]","[""sports""]","{""sports"":2}",,"{""sports"":[""67169130a2ce13f674c78c40"",""67169131a2ce13f674c78c4c"",""671a85c8ef1dc9d1c1b5751b"",""67169132a2ce13f674c78c6c"",""671bd91e0dca5ff402cfb937"",""671a85c6ef1dc9d1c1b574f1"",""671bd91e0dca5ff402cfb93d"",""671a85c8ef1dc9d1c1b57515"",""6716912fa2ce13f674c78c1c"",""6719361b74cda7fbcdb3b222""]}",,"{""sports"":20}",,"2024-10-21T06:30:07.209Z",20,true,"6715f4efa2ce13f674b9c3d3",2
